"Município";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"211110 São João dos Patos";-;-;-;1;2;2;4;13;7;3;1;1;-;-;-;1;1;2;3;7;12;23;23;18;4;-;-;-;2;6;11;20;41;23;17;4;-;2;-;1;3;3;4;3;11;22;15;5;2;2;1;1;2;3;1;4;9;5;-;4;-;1;1;-;1;5;10;11;1;5;3;2;1;-;-;-;-;3;1;-;2;3;-;1;-;-;-;-;-;-;-;1;5;3;1;-;1;-;-;1;1;-;-;2;2;3;-;-;-;-;-;-;-;2;1;2;6;16;1;1;-;1;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;1;-;6;6;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;478
"211120 São José de Ribamar";-;-;-;-;-;-;2;2;8;-;2;1;4;2;1;1;-;2;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;4;9;7;8;4;-;2;2;3;3;3;4;4;4;3;3;1;1;-;-;1;1;3;3;1;2;-;-;-;-;1;1;-;1;3;-;-;-;1;1;-;1;-;-;-;2;1;2;2;1;-;-;1;-;-;2;1;1;2;-;-;-;2;1;2;-;-;2;4;-;1;-;-;1;1;-;-;-;1;2;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;155
"211125 São José dos Basílios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;14;8;4;6;5;5;5;4;3;5;2;5;-;-;34;-;-;1;-;1;5;4;5;1;1;3;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;6;1;-;-;-;-;-;-;1;-;3;6;2;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;13;9;-;-;1;2;1;-;1;-;1;2;8;3;2;-;-;-;-;-;-;-;-;218
"211130 São Luís";-;5;3;8;7;9;20;13;35;12;11;5;5;4;6;3;3;10;4;15;14;8;3;4;4;3;5;-;4;2;5;6;5;9;34;87;168;95;41;22;12;25;14;29;19;23;37;52;52;24;8;6;5;3;2;3;10;14;11;8;11;11;4;1;3;5;-;2;14;21;7;9;4;10;9;1;5;3;6;7;7;9;15;9;11;18;4;2;4;-;4;15;11;23;4;5;2;5;4;3;5;6;8;22;21;8;2;1;-;-;-;-;2;1;3;1;2;3;1;2;-;1;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;-;1;-;2;8;3;2;8;5;-;-;2;1;1;3;2;-;-;-;-;1;-;-;1;-;-;1476
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;3;8;6;18;27;8;-;1;-;1;-;-;2;-;-;-;1;4;-;2;-;2;-;-;6;3;2;1;1;1;3;1;-;3;2;2;2;1;3;-;-;-;3;1;-;1;-;-;1;1;-;-;-;2;3;-;1;-;-;-;2;9;4;2;1;1;-;2;2;-;-;-;1;-;2;-;4;3;1;1;-;-;-;2;1;2;18;4;5;2;7;2;4;-;2;2;1;7;4;1;2;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;31;27;10;2;1;1;3;2;6;6;6;5;-;1;2;1;-;-;-;-;-;-;-;336
"211150 São Mateus do Maranhão";-;-;-;-;-;1;-;3;1;3;1;-;-;-;-;-;-;-;-;-;1;1;2;-;1;-;-;-;-;-;1;2;1;1;-;2;2;1;2;3;2;7;1;2;1;2;2;5;-;-;1;2;2;3;1;-;3;-;1;-;-;-;-;2;-;2;2;5;1;6;2;-;3;1;2;3;-;1;6;7;4;3;6;3;-;4;-;-;1;2;2;17;11;13;2;3;1;1;1;1;-;1;4;11;9;2;6;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;219
"211153 São Pedro da Água Branca";-;-;-;1;-;6;8;1;12;5;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;-;-;1;-;-;2;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;2;-;-;-;2;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;8;22;-;2;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;100
"211157 São Pedro dos Crentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;15;22;7;3;13;4;3;5;11;16;5;6;-;1;-;-;-;-;-;-;-;-;115
"211160 São Raimundo das Mangabeiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;4;2;7;-;5;4;1;2;1;6;4;4;2;2;7;10;4;1;3;4;4;4;6;1;1;3;4;2;3;3;1;-;-;-;-;1;-;1;8;-;5;5;1;-;1;-;-;3;2;2;13;6;7;1;5;1;-;-;-;1;5;9;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;192
"211163 São Raimundo do Doca Bezerra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;11;9;6;5;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"211167 São Roberto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"211170 São Vicente Ferrer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1;1;2;-;-;-;-;-;-;-;-;-;2;4;2;4;2;4;1;1;5;3;7;3;1;2;3;1;1;1;2;2;3;-;4;3;-;3;5;1;-;-;-;-;-;1;7;4;9;3;1;2;-;-;-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;1;2;2;1;1;-;-;-;1;-;-;1;-;1;5;-;4;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;137
"211172 Satubinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;4;6;-;-;-;-;1;-;1;2;7;1;-;1;-;-;2;1;-;-;1;3;1;6;-;4;3;-;-;1;3;2;1;3;2;3;1;2;1;-;-;-;-;-;-;-;-;1;3;2;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;1;-;-;1;3;-;-;-;1;-;-;-;-;-;-;3;3;5;7;12;-;-;2;-;1;-;-;2;1;-;4;-;2;-;1;-;1;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;134
"211174 Senador Alexandre Costa";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;4;1;-;1;2;-;-;-;-;-;-;-;-;-;3;4;1;2;3;-;-;-;-;1;-;1;1;23;9;5;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73
"211176 Senador La Rocque";-;-;-;-;-;2;3;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"211178 Serrano do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;8;5;8;10;-;-;-;-;-;-;-;-;-;-;2;-;-;2;2;1;-;-;-;2;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
"211180 Sítio Novo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;4;2;6;-;-;-;1;1;1;1;-;1;-;-;-;-;-;-;7;6;2;15;6;2;1;1;-;1;1;5;4;4;3;9;4;1;1;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2;-;-;-;-;1;1;1;-;-;9;2;-;-;-;1;-;-;-;4;5;10;12;2;4;7;-;1;3;2;3;1;6;9;12;1;2;-;3;1;-;-;-;-;2;-;2;5;5;-;-;-;1;-;1;-;4;9;13;30;25;19;8;11;2;-;-;1;5;13;12;5;2;-;-;-;-;-;-;-;-;-;390
"211190 Sucupira do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;7;-;1;-;-;-;-;-;-;-;-;3;3;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38
"211195 Sucupira do Riachão";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;2;4;1;1;-;1;-;-;-;-;-;1;1;2;1;-;-;-;-;1;-;1;-;-;14;17;9;2;2;-;-;2;-;-;-;9;1;1;-;2;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;1;3;1;2;-;-;-;-;-;-;-;15;10;2;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;4;1;5;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;141
"211200 Tasso Fragoso";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4;-;-;2;1;-;-;-;-;-;-;-;-;-;8;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;2;1;-;3;-;2;-;1;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;2;4;1;1;-;2;-;-;-;-;-;58
"211210 Timbiras";-;-;-;-;-;3;1;7;10;17;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;7;3;-;-;1;1;1;1;1;-;1;4;11;45;26;33;16;2;4;4;4;11;10;9;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;2;2;-;-;-;-;-;-;-;-;-;-;3;-;7;-;2;-;1;-;-;-;-;-;-;-;2;3;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;279
"211220 Timon";-;-;-;-;2;6;5;9;11;10;4;-;2;1;2;1;1;2;1;1;5;2;2;3;4;1;-;-;1;2;1;5;8;8;17;12;5;1;1;3;3;2;4;10;7;3;8;2;7;10;6;-;1;7;9;8;8;7;3;-;3;1;-;-;1;2;1;4;7;11;6;5;11;4;5;6;1;6;6;7;9;10;7;8;5;5;4;1;7;10;11;7;10;6;10;3;-;2;4;1;7;7;12;11;17;25;14;9;10;11;12;10;4;12;13;20;11;13;13;17;13;18;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;2;-;4;1;-;1;-;1;-;-;2;-;1;1;1;-;-;-;-;-;-;-;1;-;749
"211223 Trizidela do Vale";-;-;-;-;-;-;1;-;4;-;2;-;-;-;-;-;-;-;-;4;5;2;5;-;4;1;3;3;10;8;7;4;1;5;5;2;7;4;2;5;4;12;11;4;11;15;3;9;4;6;4;3;18;28;30;20;27;12;8;5;4;-;2;1;-;1;8;4;2;-;4;-;3;1;1;3;-;1;2;3;9;20;5;2;1;3;13;3;3;-;2;4;9;2;2;1;1;-;-;1;3;5;5;10;11;13;8;3;1;3;2;5;4;4;4;7;1;-;1;1;1;2;1;1;1;1;1;2;1;1;-;-;-;-;-;-;-;-;-;-;3;6;-;2;1;-;1;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;569
"211227 Tufilândia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;1;-;4;4;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"211230 Tuntum";-;-;-;-;-;-;-;3;4;1;-;-;-;-;-;-;-;1;-;1;7;29;3;-;-;-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;3;-;1;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;4;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;4;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;94
"211240 Turiaçu";-;8;-;5;-;-;-;1;-;7;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;7;23;28;21;15;11;14;21;32;15;19;28;9;17;21;38;24;31;18;15;18;16;23;13;23;13;11;9;6;8;17;13;19;24;25;13;20;16;12;10;11;13;19;3;2;6;7;11;12;20;9;6;2;3;-;3;19;19;24;21;13;31;8;14;12;15;15;35;27;32;27;31;25;15;26;10;9;4;2;-;2;5;8;3;7;2;2;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1344
"211245 Turilândia";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;1;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"211250 Tutóia";17;7;12;2;1;6;4;7;9;2;-;-;1;1;-;-;-;4;2;10;10;2;1;2;2;-;-;-;-;1;-;-;-;-;2;-;3;2;4;28;16;15;23;29;32;13;15;11;11;6;1;-;6;6;-;26;32;18;20;5;4;-;-;1;-;-;1;3;12;1;7;-;1;1;1;2;1;-;-;2;5;1;-;-;1;-;-;-;-;-;-;8;2;2;-;2;-;1;-;1;-;-;4;12;22;7;1;3;-;2;-;-;1;2;1;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;556
"211260 Urbano Santos";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;1;-;3;-;4;-;1;-;-;-;-;1;-;-;1;7;9;3;1;1;-;1;-;-;-;1;-;-;1;-;1;-;-;-;1;3;-;-;-;9;5;-;4;-;-;1;1;1;-;-;2;1;6;3;3;-;1;-;-;-;1;1;-;-;-;1;-;-;-;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91
"211270 Vargem Grande";-;-;-;-;-;-;-;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;3;4;-;1;6;16;10;5;-;1;1;1;1;-;1;-;1;1;-;5;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90
"211280 Viana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"211285 Vila Nova dos Martírios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;-;-;-;-;1;1;1;1;-;2;6;1;1;7;2;1;5;8;9;3;8;10;8;-;4;1;6;3;2;4;-;6;10;7;8;4;2;1;2;-;1;2;4;6;-;3;6;3;3;1;1;-;5;2;-;1;-;3;3;-;1;1;-;-;2;4;3;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;7;14;13;5;2;5;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;257
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"211300 Vitorino Freire";-;-;-;-;-;-;1;4;17;12;4;-;2;-;-;-;1;-;3;4;3;2;7;-;-;-;-;-;2;3;4;7;4;4;8;4;6;4;1;3;6;7;6;8;7;10;4;1;3;5;2;5;3;4;2;10;7;3;1;-;-;1;-;-;-;1;2;-;1;-;-;1;-;-;-;-;-;1;2;4;3;3;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;1;-;1;2;-;-;-;-;-;-;4;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;248
"211400 Zé Doca";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;5;1;1;1;-;3;1;-;-;-;-;2;1;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;2;1;2;2;1;-;4;-;2;1;1;1;1;-;-;-;-;3;-;-;5;3;1;-;1;1;-;-;-;-;1;2;1;2;-;1;-;-;1;-;-;-;2;2;12;3;7;-;-;-;-;-;1;-;5;14;16;-;1;1;-;-;-;-;-;-;1;1;1;1;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;1;-;-;3;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142
"Total";17;22;19;42;72;213;325;595;761;492;195;78;57;75;29;43;75;170;193;344;365;386;292;112;83;43;64;47;96;159;214;264;406;331;310;286;371;287;217;287;359;521;636;817;669;630;482;362;403;266;229;326;449;505;525;632;574;531;373;231;187;115;107;120;129;233;283;326;423;366;285;203;218;140;126;114;135;161;174;336;445;381;285;197;189;153;115;105;162;216;340;835;768;541;310;218;177;140;103;90;166;255;578;1091;1027;777;505;267;172;132;93;90;111;204;336;404;262;287;210;141;89;97;50;58;59;83;48;46;92;95;47;24;27;19;16;16;26;81;142;207;414;394;249;134;102;96;44;35;62;79;148;117;64;63;43;33;23;16;5;6;3;20;11;38499
