DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2020
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"432070 Sobradinho";-;1;-;-;-;-;-;-;-;-;-;-;1
"432132 Taquaruçu do Sul";-;18;20;17;-;-;-;-;-;-;-;-;55
"432140 Tenente Portela";-;-;4;3;1;1;-;-;2;-;-;-;11
"432147 Tiradentes do Sul";-;1;-;-;1;-;-;-;-;-;-;-;2
"432160 Tramandaí";1;-;-;-;-;-;-;-;-;-;-;-;1
"432180 Três de Maio";-;-;-;10;4;3;-;-;-;-;-;-;17
"432190 Três Passos";-;9;169;213;39;-;1;-;-;-;-;-;431
"432210 Tucunduva";-;-;-;3;-;-;-;-;-;-;-;-;3
"432220 Tupanciretã";-;-;-;-;2;-;-;-;-;-;-;-;2
"432230 Tuparendi";-;1;4;2;-;1;1;-;-;-;-;-;9
"432234 Ubiretama";-;-;1;3;-;-;-;-;-;-;-;-;4
"432260 Venâncio Aires";-;1;2;93;60;6;-;2;1;-;-;-;165
"432300 Viamão";-;1;2;19;9;2;-;-;-;-;-;-;33
"432310 Vicente Dutra";-;-;-;-;1;-;-;-;-;-;-;-;1
"432370 Vista Gaúcha";-;-;-;-;-;-;1;-;-;-;-;-;1
"500020 Água Clara";1;2;2;1;-;-;1;-;-;-;-;-;7
"500025 Alcinópolis";115;53;13;1;1;4;-;-;2;-;-;17;206
"500060 Amambai";75;211;345;449;213;27;8;-;12;10;16;24;1390
"500070 Anastácio";25;45;35;9;-;1;1;3;-;1;1;2;123
"500080 Anaurilândia";12;19;3;-;-;-;-;-;-;-;-;-;34
"500085 Angélica";6;17;10;5;2;3;3;-;1;-;-;-;47
"500090 Antônio João";4;48;80;86;43;18;16;1;2;-;6;6;310
"500100 Aparecida do Taboado";3;4;7;2;1;-;-;-;2;-;-;-;19
"500110 Aquidauana";22;117;73;29;7;8;5;-;-;1;-;4;266
"500124 Aral Moreira";25;45;21;34;8;1;1;-;1;-;-;3;139
"500150 Bandeirantes";1;5;6;1;2;4;-;-;-;-;-;-;19
"500190 Bataguassu";2;1;3;1;-;-;-;-;-;-;-;-;7
"500200 Batayporã";-;20;24;2;1;-;-;-;-;-;-;-;47
"500210 Bela Vista";47;35;5;-;-;-;-;-;-;-;-;-;87
"500215 Bodoquena";3;6;9;3;2;2;1;-;-;-;-;-;26
"500220 Bonito";306;165;45;5;3;-;-;-;-;1;1;8;534
"500230 Brasilândia";182;125;75;35;24;1;-;-;-;1;-;10;453
"500240 Caarapó";88;267;287;88;46;1;2;1;1;-;1;1;783
"500260 Camapuã";2;2;1;-;1;1;-;-;1;-;-;-;8
"500270 Campo Grande";2448;3832;2020;1029;496;469;384;292;284;160;404;291;12109
"500280 Caracol";101;25;9;2;-;-;-;-;1;-;3;30;171
"500290 Cassilândia";290;57;17;8;1;1;-;-;-;-;1;45;420
"500295 Chapadão do Sul";153;359;266;64;38;6;14;10;3;3;1;4;921
"500315 Coronel Sapucaia";7;46;46;12;8;1;2;1;1;-;1;-;125
"500320 Corumbá";829;861;305;54;25;17;19;11;6;8;18;35;2188
"500325 Costa Rica";113;87;48;24;9;6;5;-;-;-;2;9;303
"500330 Coxim";123;159;70;16;14;8;1;-;-;-;3;3;397
"500345 Deodápolis";109;107;124;33;22;3;1;1;2;2;6;21;431
"500348 Dois Irmãos do Buriti";-;4;1;-;1;-;2;-;-;2;-;-;10
"500350 Douradina";8;20;20;12;4;-;-;-;-;-;-;-;64
"500370 Dourados";121;360;464;155;79;15;8;-;3;3;1;8;1217
"500375 Eldorado";20;85;82;23;-;-;-;-;-;1;-;1;212
"500380 Fátima do Sul";141;111;52;17;5;2;-;3;1;1;1;4;338
"500390 Figueirão";-;-;-;-;1;1;-;-;-;-;-;-;2
"500400 Glória de Dourados";87;277;146;16;1;1;-;-;-;-;-;1;529
"500410 Guia Lopes da Laguna";20;7;1;2;-;-;-;-;-;-;-;1;31
"500430 Iguatemi";4;144;98;20;5;1;2;-;-;-;-;-;274
"500440 Inocência";9;9;6;2;5;1;-;-;-;-;-;-;32
"500450 Itaporã";4;3;3;-;-;-;-;-;-;-;-;-;10
"500460 Itaquiraí";11;46;74;118;36;14;4;3;3;1;3;-;313
"500470 Ivinhema";15;66;118;60;30;11;5;2;-;-;-;-;307
"500480 Japorã";15;37;46;17;4;-;1;1;1;-;-;1;123
"500490 Jaraguari";6;25;3;-;-;-;-;-;-;-;-;-;34
"500500 Jardim";240;29;29;16;-;1;1;-;-;-;-;7;323
"500510 Jateí";14;12;1;3;-;-;1;-;-;-;-;2;33
"500515 Juti";5;29;30;15;2;1;2;1;-;-;-;-;85
"500520 Ladário";10;10;13;14;26;5;1;1;-;3;5;3;91
"500525 Laguna Carapã";5;19;26;24;7;-;-;-;-;-;-;-;81
"500540 Maracaju";5;2;2;1;-;1;-;-;-;-;-;1;12
"500560 Miranda";61;31;7;7;18;24;14;12;4;2;2;1;183
"500568 Mundo Novo";5;20;7;1;-;-;-;-;-;-;-;-;33
"500570 Naviraí";116;241;4;6;1;-;-;1;-;-;-;2;371
"500580 Nioaque";5;9;10;2;1;2;1;1;2;-;6;3;42
"500600 Nova Alvorada do Sul";1;2;2;1;1;2;-;-;-;1;-;1;11
"500620 Nova Andradina";37;80;50;19;1;4;-;1;-;1;1;-;194
"500625 Novo Horizonte do Sul";69;76;53;13;1;4;1;-;1;-;-;5;223
"500627 Paraíso das Águas";8;4;19;44;29;2;1;-;-;-;-;-;107
"500630 Paranaíba";6;4;2;1;1;-;-;-;-;-;-;1;15
"500635 Paranhos";52;87;1;1;1;-;-;-;-;1;1;-;144
"500640 Pedro Gomes";209;85;24;2;2;1;2;-;-;-;-;12;337
"500660 Ponta Porã";45;20;18;7;7;2;1;1;2;-;-;4;107
"500690 Porto Murtinho";35;78;17;5;3;-;1;-;-;-;1;2;142
"500710 Ribas do Rio Pardo";102;69;5;1;1;-;-;1;-;-;-;20;199
"500720 Rio Brilhante";1;2;1;-;-;-;-;-;-;-;-;-;4
"500730 Rio Negro";3;-;-;-;-;-;-;-;-;-;-;-;3
"500740 Rio Verde de Mato Grosso";156;153;43;8;4;-;-;1;-;-;-;12;377
"500750 Rochedo";-;2;4;-;-;1;-;-;2;-;-;-;9
"500755 Santa Rita do Pardo";1;14;1;-;-;1;-;1;-;1;1;1;21
"500769 São Gabriel do Oeste";161;130;65;42;14;2;-;1;-;-;-;6;421
"500780 Selvíria";4;-;-;-;-;-;-;-;-;-;-;-;4
"500770 Sete Quedas";15;1;-;-;-;-;-;-;-;-;-;4;20
"500790 Sidrolândia";27;82;90;83;70;28;36;4;16;7;2;22;467
"500793 Sonora";217;64;35;10;5;2;-;-;1;1;1;16;352
"500795 Tacuru";66;44;64;17;7;5;2;-;-;-;-;-;205
"500797 Taquarussu";-;3;1;8;3;2;-;1;-;-;-;-;18
"500800 Terenos";14;18;18;7;13;10;5;1;3;-;2;7;98
"500830 Três Lagoas";555;1102;731;173;91;41;35;33;20;20;33;59;2893
"500840 Vicentina";31;95;76;17;4;2;2;1;1;-;3;1;233
"510010 Acorizal";-;-;-;-;-;-;-;-;-;-;1;-;1
"510020 Água Boa";2;1;3;4;4;-;-;-;-;1;2;-;17
"510025 Alta Floresta";52;106;231;146;146;63;30;9;7;8;10;9;817
"510030 Alto Araguaia";6;7;2;2;1;-;1;-;-;-;-;-;19
"510040 Alto Garças";3;15;5;44;28;3;-;1;-;-;-;1;100
"510050 Alto Paraguai";1;1;-;-;1;-;-;-;-;-;-;-;3
"510060 Alto Taquari";1;1;9;6;5;5;2;-;-;-;-;1;30
"510080 Apiacás";-;1;-;-;-;1;-;-;-;-;-;-;2
"510100 Araguaiana";1;4;9;3;2;-;19;15;8;2;1;4;68
"510120 Araguainha";-;-;1;1;1;1;-;1;-;-;-;-;5
"510125 Araputanga";12;31;35;15;7;11;6;3;1;-;-;4;125
"510130 Arenápolis";20;29;16;11;10;4;2;-;-;-;-;3;95
"510140 Aripuanã";19;12;12;10;11;12;7;3;-;2;2;2;92
"510160 Barão de Melgaço";-;1;-;-;1;-;1;-;-;-;-;-;3
"510170 Barra do Bugres";98;62;13;6;4;6;2;-;-;-;-;7;198
"510180 Barra do Garças";-;14;4;4;3;4;5;1;-;-;1;3;39
"510185 Bom Jesus do Araguaia";4;1;5;-;1;-;-;-;-;-;-;-;11
"510190 Brasnorte";4;40;100;33;11;-;-;-;-;1;-;-;189
"510250 Cáceres";394;308;109;31;33;16;5;5;1;-;4;25;931
"510260 Campinápolis";15;7;2;-;-;1;-;-;-;-;-;12;37
"510263 Campo Novo do Parecis";216;330;249;92;36;2;3;1;2;2;2;10;945
"510267 Campo Verde";11;64;208;215;217;111;30;13;2;-;2;4;877
"510268 Campos de Júlio";189;68;19;5;4;2;8;1;-;-;-;12;308
"510269 Canabrava do Norte";1;-;2;2;1;-;-;-;-;-;-;1;7
"510270 Canarana";1;3;-;3;-;-;-;-;1;-;4;-;12
"510279 Carlinda";6;4;31;35;24;6;5;-;-;-;-;-;111
"510285 Castanheira";-;3;5;3;1;2;-;2;-;-;4;17;37
"510300 Chapada dos Guimarães";1;9;12;13;25;24;7;2;2;6;7;2;110
"510305 Cláudia";19;18;31;31;41;52;27;9;20;23;20;9;300
"510310 Cocalinho";12;3;3;3;3;-;-;-;-;-;-;-;24
"510320 Colíder";20;44;42;20;16;18;11;6;-;3;12;15;207
"510325 Colniza";71;28;7;11;26;11;43;30;51;17;34;31;360
"510330 Comodoro";156;203;44;20;8;13;9;-;-;-;-;14;467
"510335 Confresa";15;30;47;33;69;25;6;7;7;5;-;-;244
"510336 Conquista D'Oeste";1;1;3;2;2;5;3;-;-;1;1;-;19
"510337 Cotriguaçu";43;35;8;1;-;1;-;1;1;-;-;14;104
"510340 Cuiabá";73;137;137;114;151;67;25;17;28;8;4;8;769
"510343 Curvelândia";4;3;1;-;-;2;5;8;-;-;-;-;23
"510345 Denise";1;-;-;-;-;1;-;-;-;-;-;-;2
"510350 Diamantino";6;7;14;18;30;64;21;6;8;8;2;4;188
"510360 Dom Aquino";-;-;1;2;4;2;8;3;-;-;-;-;20
"510370 Feliz Natal";3;13;7;2;4;-;-;-;-;-;-;-;29
"510380 Figueirópolis D'Oeste";-;3;11;2;3;3;1;-;-;-;-;-;23
"510385 Gaúcha do Norte";3;4;6;9;12;16;13;3;1;-;1;1;69
"510390 General Carneiro";-;-;3;3;3;1;-;-;-;-;-;-;10
"510410 Guarantã do Norte";8;32;47;13;19;20;5;4;2;5;2;8;165
"510420 Guiratinga";1;3;3;1;1;1;-;-;-;-;-;-;10
"510450 Indiavaí";-;-;-;-;-;1;-;2;1;4;6;3;17
"510452 Ipiranga do Norte";143;79;30;30;17;2;3;-;-;1;3;25;333
"510454 Itanhangá";4;21;68;95;44;5;3;-;-;-;-;-;240
"510455 Itaúba";-;13;-;3;-;-;-;-;-;-;7;-;23
"510460 Itiquira";1;1;3;2;-;-;-;-;-;1;-;-;8
"510480 Jaciara";11;10;12;24;27;10;2;4;1;2;2;1;106
"510490 Jangada";-;-;1;-;-;-;1;1;-;-;-;-;3
"510500 Jauru";3;4;1;2;-;-;-;-;-;-;-;-;10
"510510 Juara";111;128;88;77;29;26;17;9;3;-;1;7;496
"510515 Juína";56;34;19;28;46;19;4;1;-;-;-;1;208
"510517 Juruena";1;1;3;-;-;-;-;-;-;-;-;1;6
"510520 Juscimeira";-;7;14;19;4;3;-;-;-;-;-;1;48
"510523 Lambari D'Oeste";16;11;13;4;4;-;-;2;-;-;-;1;51
"510525 Lucas do Rio Verde";177;454;495;124;52;46;10;3;4;5;2;19;1391
"510558 Marcelândia";13;7;11;6;19;6;2;-;-;-;-;-;64
"510560 Matupá";20;26;43;35;23;3;-;3;-;-;-;-;153
"510562 Mirassol d'Oeste";7;7;30;14;10;16;8;8;10;1;2;2;115
"510590 Nobres";2;1;3;-;4;4;1;-;-;-;-;-;15
"510600 Nortelândia";-;-;1;-;2;-;-;-;-;-;-;1;4
"510610 Nossa Senhora do Livramento";1;-;1;-;-;-;-;-;-;-;-;-;2
"510615 Nova Bandeirantes";11;21;4;5;6;4;6;-;-;1;-;1;59
"510620 Nova Brasilândia";-;1;-;1;-;-;-;-;-;-;-;-;2
"510621 Nova Canaã do Norte";4;32;20;21;39;19;9;3;5;1;27;43;223
"510880 Nova Guarita";-;9;8;5;2;-;-;1;-;3;-;2;30
"510618 Nova Lacerda";11;15;11;-;19;5;-;-;-;-;-;-;61
"510885 Nova Marilândia";-;-;-;8;11;1;-;-;-;-;-;-;20
"510890 Nova Maringá";22;54;25;26;25;14;4;-;1;-;-;-;171
"510895 Nova Monte Verde";3;3;1;4;4;3;-;-;-;-;1;2;21
"510622 Nova Mutum";11;44;75;122;100;3;-;2;1;-;1;8;367
"510617 Nova Nazaré";-;-;-;1;-;2;-;-;-;-;-;-;3
"510623 Nova Olímpia";12;7;21;5;6;7;4;3;2;-;-;-;67
"510619 Nova Santa Helena";1;3;-;7;5;1;-;-;-;-;-;-;17
"510624 Nova Ubiratã";-;-;1;4;-;1;-;1;-;-;-;1;8
"510625 Nova Xavantina";-;6;13;3;14;1;-;-;-;-;1;1;39
"510627 Novo Horizonte do Norte";-;4;2;4;5;5;4;-;2;-;1;-;27
"510626 Novo Mundo";6;42;78;16;1;-;-;-;-;-;-;-;143
"510628 Novo São Joaquim";2;4;3;3;-;-;-;-;-;-;-;5;17
"510629 Paranaíta";5;14;22;19;12;2;2;2;5;-;1;3;87
"510630 Paranatinga";3;7;14;7;23;14;9;9;-;-;1;4;91
"510637 Pedra Preta";22;3;12;-;-;-;-;-;-;1;-;11;49
"510642 Peixoto de Azevedo";22;50;61;43;70;151;98;16;7;2;3;2;525
"510645 Planalto da Serra";68;146;21;7;-;-;-;-;-;-;-;-;242
"510650 Poconé";3;30;19;3;1;2;1;-;-;-;-;-;59
"510665 Pontal do Araguaia";2;6;-;-;1;-;1;2;-;-;-;1;13
"510670 Ponte Branca";1;3;-;-;-;-;-;1;-;-;-;-;5
"510675 Pontes e Lacerda";6;34;49;41;71;52;13;1;2;-;7;-;276
"510677 Porto Alegre do Norte";1;1;3;1;-;-;-;-;-;-;-;-;6
"510680 Porto dos Gaúchos";6;12;4;3;7;1;-;-;-;-;-;1;34
"510682 Porto Esperidião";4;9;5;2;10;23;54;26;4;1;2;-;140
"510685 Porto Estrela";5;6;3;-;-;-;-;1;-;-;-;-;15
"510700 Poxoréo";2;-;12;2;7;1;1;-;1;-;-;-;26
"510704 Primavera do Leste";131;88;74;128;131;78;38;23;22;8;6;7;734
"510706 Querência";1;7;11;2;2;5;-;-;-;-;-;-;28
"510715 Reserva do Cabaçal";1;21;29;29;7;1;-;-;-;-;1;-;89
"510718 Ribeirão Cascalheira";-;-;1;3;1;1;-;-;-;-;-;-;6
"510719 Ribeirãozinho";80;33;6;5;-;-;-;-;-;-;1;10;135
"510720 Rio Branco";21;5;2;1;-;-;-;-;-;-;-;2;31
"510757 Rondolândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"510760 Rondonópolis";149;228;188;79;24;18;12;6;6;17;18;15;760
"510770 Rosário Oeste";-;-;-;1;-;-;-;-;-;-;-;-;1
"510775 Salto do Céu";3;-;1;-;-;-;-;-;-;-;-;2;6
"510724 Santa Carmem";17;11;20;27;28;3;5;-;-;-;1;-;112
"510774 Santa Cruz do Xingu";-;-;1;-;9;3;-;-;-;-;-;-;13
"510776 Santa Rita do Trivelato";-;1;14;36;18;7;-;-;-;-;-;-;76
"510726 Santo Afonso";-;-;-;1;-;-;-;-;-;-;-;-;1
"510779 Santo Antônio do Leste";3;24;46;11;1;4;-;-;-;-;-;-;89
"510780 Santo Antônio do Leverger";-;2;-;2;1;-;-;-;-;-;-;-;5
"510785 São Félix do Araguaia";2;-;-;-;3;-;-;-;-;-;-;-;5
"510729 São José do Povo";12;4;1;-;2;-;-;-;-;-;-;-;19
"510730 São José do Rio Claro";4;7;12;31;49;27;18;9;1;-;1;2;161
"510735 São José do Xingu";4;6;2;-;-;2;-;-;-;-;-;-;14
"510710 São José dos Quatro Marcos";2;3;12;13;10;8;2;-;1;1;-;-;52
"510740 São Pedro da Cipa";1;1;5;6;1;2;-;-;-;-;-;-;16
"510787 Sapezal";8;41;91;33;15;8;7;-;2;-;2;1;208
"510790 Sinop";2031;1955;799;302;473;247;100;29;22;9;5;148;6120
"510792 Sorriso";99;155;163;322;160;175;79;23;10;33;71;144;1434
"510794 Tabaporã";17;16;5;32;44;32;24;8;-;-;-;20;198
"510795 Tangará da Serra";332;439;244;178;96;47;12;11;10;2;11;12;1394
"510800 Tapurah";92;137;80;80;25;5;3;-;-;-;-;7;429
"510805 Terra Nova do Norte";7;4;6;9;16;3;3;5;3;2;2;1;61
"510810 Tesouro";-;6;2;1;13;2;-;1;-;-;-;-;25
"510820 Torixoréu";36;3;-;-;1;1;-;-;-;1;1;2;45
"510830 União do Sul";4;20;12;2;-;-;-;-;-;-;-;-;38
"510835 Vale de São Domingos";1;1;2;1;-;-;-;-;-;-;-;-;5
"510840 Várzea Grande";41;61;80;31;25;6;6;5;2;2;-;2;261
"510850 Vera";3;8;73;57;50;15;8;-;-;-;1;-;215
"510550 Vila Bela da Santíssima Trindade";14;14;1;1;-;-;-;-;-;-;-;1;31
"510860 Vila Rica";-;4;2;1;-;-;-;1;-;-;-;-;8
"520005 Abadia de Goiás";3;4;1;-;-;-;-;-;-;-;1;-;9
"520010 Abadiânia";6;14;17;44;32;13;4;1;-;-;1;2;134
"520015 Adelândia";2;5;5;7;1;-;1;-;-;-;-;-;21
"520025 Águas Lindas de Goiás";10;42;37;76;103;2;3;1;2;-;-;4;280
"520030 Alexânia";16;11;36;70;68;25;5;1;3;1;-;2;238
"520050 Aloândia";-;-;1;7;3;-;-;-;-;-;-;-;11
"520055 Alto Horizonte";-;-;-;-;-;-;-;-;-;-;-;1;1
"520060 Alto Paraíso de Goiás";-;6;8;15;16;7;-;-;1;-;-;-;53
"520080 Alvorada do Norte";-;2;7;22;1;1;1;-;-;-;-;-;34
"520082 Amaralina";-;-;-;1;1;-;-;-;-;-;-;-;2
"520085 Americano do Brasil";-;-;-;-;-;-;1;-;-;-;-;-;1
"520090 Amorinópolis";10;8;1;4;1;-;-;-;-;-;-;-;24
"520110 Anápolis";438;906;1116;817;499;385;190;86;38;30;50;105;4660
"520120 Anhanguera";-;1;-;-;-;-;-;-;-;-;-;-;1
"520130 Anicuns";-;2;10;7;5;6;2;3;-;-;-;-;35
"520140 Aparecida de Goiânia";1405;1458;1367;1038;1000;901;503;439;248;190;235;293;9077
"520145 Aparecida do Rio Doce";-;-;1;-;-;-;-;-;-;-;-;-;1
"520150 Aporé";9;17;2;3;1;-;-;2;3;1;2;1;41
"520160 Araçu";-;-;3;2;-;-;-;-;-;-;-;-;5
"520170 Aragarças";-;-;1;-;-;-;1;2;1;1;-;1;7
"520180 Aragoiânia";-;-;1;-;-;-;-;-;-;-;1;-;2
"520215 Araguapaz";1;7;7;1;-;-;-;-;3;1;-;-;20
"520250 Aruanã";-;1;-;-;-;-;-;-;-;-;-;-;1
"520260 Aurilândia";4;-;-;-;-;-;-;-;-;-;-;-;4
"520280 Avelinópolis";1;1;-;-;-;-;-;-;-;-;-;-;2
"520310 Baliza";18;4;-;2;-;3;-;-;-;-;-;-;27
"520320 Barro Alto";1;-;1;4;2;6;6;-;1;-;1;-;22
"520330 Bela Vista de Goiás";10;3;8;2;1;1;-;4;-;-;-;-;29
"520340 Bom Jardim de Goiás";52;26;3;3;2;1;-;-;-;-;-;6;93
"520350 Bom Jesus de Goiás";4;20;52;41;20;7;4;-;-;1;1;2;152
"520355 Bonfinópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"520357 Bonópolis";-;-;-;-;2;3;1;-;-;-;-;-;6
"520360 Brazabrantes";1;-;2;2;-;-;-;-;-;-;-;-;5
"520380 Britânia";1;1;2;-;1;-;-;-;-;-;-;-;5
"520390 Buriti Alegre";3;4;9;2;1;5;1;-;-;-;2;6;33
"520396 Buritinópolis";-;-;7;4;1;-;-;-;-;-;-;-;12
"520400 Cabeceiras";-;-;2;31;24;7;7;2;-;-;-;-;73
"520410 Cachoeira Alta";-;3;1;3;-;2;-;-;-;-;1;-;10
"520425 Cachoeira Dourada";-;2;-;-;-;1;-;-;-;-;-;-;3
"520430 Caçu";30;90;71;35;7;2;-;1;-;1;-;3;240
"520440 Caiapônia";10;34;34;26;10;-;-;-;-;-;-;1;115
"520450 Caldas Novas";6;3;4;2;1;-;-;-;-;-;-;-;16
"520455 Caldazinha";-;1;-;1;-;-;-;-;-;-;-;-;2
"520460 Campestre de Goiás";9;25;19;14;-;-;2;-;-;-;-;1;70
"520465 Campinaçu";-;2;-;-;1;-;-;-;-;-;-;-;3
"520470 Campinorte";2;-;6;4;4;2;-;-;-;-;1;5;24
"520480 Campo Alegre de Goiás";1;-;-;-;-;-;-;-;-;-;-;-;1
"520485 Campo Limpo de Goiás";2;5;5;1;1;1;-;1;1;-;-;1;18
"520495 Campos Verdes";1;1;1;-;1;-;-;-;-;-;-;-;4
"520500 Carmo do Rio Verde";-;-;2;1;1;-;-;1;-;-;-;-;5
"520505 Castelândia";-;7;4;-;-;-;-;-;-;-;-;-;11
"520510 Catalão";32;60;81;52;28;23;11;8;4;1;6;6;312
"520530 Cavalcante";1;-;-;5;1;-;1;1;-;-;-;1;10
"520540 Ceres";32;42;20;18;29;9;8;7;2;4;11;9;191
"520547 Chapadão do Céu";1;10;5;2;7;1;-;-;-;-;-;-;26
"520549 Cidade Ocidental";60;209;242;428;158;58;19;-;9;1;4;4;1192
"520551 Cocalzinho de Goiás";1;5;2;3;6;10;4;2;1;-;-;-;34
"520570 Córrego do Ouro";-;-;-;-;1;-;-;-;-;-;-;-;1
"520580 Corumbá de Goiás";2;1;1;1;2;-;-;1;1;-;-;-;9
"520590 Corumbaíba";44;48;29;22;29;5;1;-;-;-;-;4;182
"520620 Cristalina";4;11;25;120;98;32;-;-;1;-;1;3;295
"520630 Cristianópolis";2;6;26;37;11;-;-;1;1;-;-;2;86
"520640 Crixás";19;37;25;23;28;9;16;17;7;1;1;9;192
"520660 Cumari";-;-;1;-;-;-;-;-;-;-;1;-;2
"520670 Damianópolis";-;-;9;3;9;4;1;-;-;-;-;-;26
"520680 Damolândia";1;3;1;-;-;-;-;-;-;-;-;-;5
"520690 Davinópolis";-;-;1;1;1;-;-;-;-;-;-;-;3
"520830 Divinópolis de Goiás";-;-;-;-;2;-;-;-;-;1;-;-;3
"520725 Doverlândia";5;14;2;4;1;-;2;-;-;-;-;2;30
"520735 Edealina";-;-;1;-;-;-;-;-;-;1;-;-;2
"520740 Edéia";75;84;40;12;6;5;3;5;1;3;-;4;238
"520760 Fazenda Nova";1;-;-;-;-;-;-;-;-;-;-;-;1
"520780 Firminópolis";3;3;4;8;4;-;-;-;1;-;-;-;23
"520790 Flores de Goiás";-;1;6;7;7;1;-;1;1;-;-;-;24
"520800 Formosa";35;20;8;1;2;4;3;3;-;1;3;1;81
"520810 Formoso";-;-;-;1;-;-;-;-;-;-;-;-;1
"520815 Gameleira de Goiás";-;-;-;1;2;1;1;-;-;-;-;-;5
"520840 Goianápolis";1;1;7;3;3;-;1;-;-;-;-;1;17
"520850 Goiandira";-;3;-;1;-;-;-;-;-;-;-;-;4
"520860 Goianésia";41;89;137;196;160;59;24;5;3;1;3;3;721
"520870 Goiânia";1086;1511;1503;1083;872;1356;841;319;199;122;136;319;9347
"520880 Goianira";60;64;67;59;39;40;5;2;3;4;1;3;347
"520890 Goiás";-;1;2;-;-;1;-;-;-;-;-;-;4
"520910 Goiatuba";196;231;156;55;23;1;-;-;2;-;2;35;701
"520915 Gouvelândia";-;-;-;-;3;1;-;-;-;-;-;-;4
"520920 Guapó";-;-;1;3;-;1;-;-;-;-;-;-;5
"520929 Guaraíta";-;2;1;-;1;3;2;-;-;-;-;-;9
"520940 Guarani de Goiás";-;1;1;-;2;-;-;-;-;-;-;-;4
"520945 Guarinos";-;2;2;-;-;-;-;-;-;-;-;-;4
"520970 Hidrolândia";36;45;55;26;7;6;4;8;1;-;-;1;189
"520980 Hidrolina";-;1;-;-;-;-;-;-;-;-;-;-;1
"520990 Iaciara";-;2;3;2;1;2;-;-;-;-;-;-;10
"520993 Inaciolândia";-;-;2;1;1;-;-;1;-;-;-;-;5
"520995 Indiara";2;8;12;13;6;2;1;2;1;1;-;-;48
"521000 Inhumas";8;18;26;9;18;15;-;2;-;1;2;-;99
"521010 Ipameri";-;7;10;12;3;1;-;-;-;-;2;3;38
"521015 Ipiranga de Goiás";-;2;1;1;-;-;-;2;-;-;-;-;6
"521020 Iporá";10;16;18;14;8;7;8;11;6;4;2;3;107
"521030 Israelândia";-;1;2;-;-;-;-;-;-;-;-;-;3
"521040 Itaberaí";2;6;1;-;11;27;4;7;-;-;5;1;64
"521056 Itaguari";-;-;-;1;-;-;-;-;-;-;-;-;1
"521060 Itaguaru";6;9;3;2;4;4;1;1;-;-;-;-;30
"521080 Itajá";41;53;19;1;-;-;-;-;-;-;-;4;118
"521090 Itapaci";41;74;72;42;21;8;2;4;1;1;2;4;272
"521100 Itapirapuã";3;-;1;8;9;2;-;-;-;-;-;-;23
"521120 Itapuranga";-;-;-;-;3;-;-;-;-;-;-;-;3
"521130 Itarumã";33;40;29;6;8;1;3;1;4;16;19;11;171
"521140 Itauçu";-;-;2;1;-;-;2;-;-;-;-;-;5
"521150 Itumbiara";1;-;1;-;-;-;1;-;-;-;-;-;3
"521170 Jandaia";2;2;1;6;-;-;-;-;-;-;-;-;11
"521180 Jaraguá";3;18;10;6;7;3;1;-;-;2;1;1;52
"521190 Jataí";25;60;54;43;54;66;39;24;32;46;72;54;569
"521205 Jesúpolis";-;-;3;-;-;-;-;-;-;-;-;-;3
"521210 Joviânia";1;1;2;2;-;1;1;-;-;-;-;5;13
"521220 Jussara";2;4;16;27;28;12;4;1;2;1;-;-;97
"521225 Lagoa Santa";68;25;3;-;-;-;-;-;-;-;-;9;105
"521230 Leopoldo de Bulhões";1;2;-;2;5;2;-;1;-;-;-;-;13
"521250 Luziânia";12;42;36;41;32;15;88;60;36;32;17;7;418
"521260 Mairipotaba";-;-;-;-;2;-;1;-;-;-;-;-;3
"521270 Mambaí";3;50;187;47;11;2;-;1;-;-;5;3;309
"521280 Mara Rosa";1;3;21;11;2;1;-;1;-;-;-;-;40
"521290 Marzagão";-;-;-;-;4;-;-;-;-;-;-;-;4
"521295 Matrinchã";1;1;-;-;-;-;-;-;-;-;-;-;2
"521300 Maurilândia";1;2;4;4;6;-;-;1;-;-;1;-;19
"521305 Mimoso de Goiás";6;8;10;3;3;-;3;-;-;-;-;-;33
"521308 Minaçu";3;5;2;3;2;4;1;1;-;-;1;-;22
"521310 Mineiros";52;53;49;47;61;184;164;58;56;66;60;46;896
"521350 Monte Alegre de Goiás";1;-;1;-;-;1;-;-;-;-;-;-;3
"521370 Montes Claros de Goiás";177;103;43;11;5;4;-;-;1;-;1;7;352
"521375 Montividiu";4;3;6;4;2;2;3;-;-;-;2;2;28
"521380 Morrinhos";74;203;243;178;97;32;8;3;2;1;1;6;848
"521385 Morro Agudo de Goiás";-;-;2;-;-;-;-;3;9;5;9;-;28
"521390 Mossâmedes";-;-;-;2;-;1;-;-;-;-;-;-;3
"521400 Mozarlândia";1;4;10;26;12;7;-;-;-;-;1;-;61
"521405 Mundo Novo";3;2;2;11;-;-;-;1;-;-;-;-;19
"521410 Mutunópolis";-;-;-;-;-;-;-;-;-;-;2;1;3
